"lizard_id","forefoot_width","forefoot_area","hindfoot_width","hindfoot_area","forefoot_error","hindfoot_error"
"1001",1.10414125105623,1.79308880748593,1.22829422933913,2.91607742888513,"",""
"1002",1.00299704995216,1.65410229163074,1.14455058860312,2.65787994948287,"",""
"1003",1.71172839596514,3.78016011370071,1.92683829957612,5.18848336127736,"",""
"1004",0.720725612016614,0.907921431666004,0.710194461000911,1.23301802435676,"",""
"1005",0.761139140293613,1.14652312699506,0.832764613679239,1.57876948112912,"",""
"1006",0.676365592118037,0.910595414201184,0.875211301621047,1.5128975591716,"",""
"1007",1.36754721722002,2.89801073220883,1.5017836346255,3.96050680285946,"",""
"1008",1.09099613572421,1.80745949754115,1.08862071363683,2.43583354675153,"",""
"1009",0.631149878772994,0.823476672569526,0.742061364610856,1.31579924339455,"",""
"1010",0.980010715458763,1.78974102471411,1.18311726343752,2.75090166594398,"",""
"1011",0.925380462969808,1.57590795798469,1.11084526916889,2.35790902617055,"",""
"1012",0.887261021827639,1.53705399007374,1.02738282804197,2.12853738739291,"",""
"1013",1.65586546811013,3.66968563438211,1.92212396573346,5.49264500573951,"",""
"1014",1.48297801850315,3.30508287170642,1.87055237212022,5.10774980373946,"",""
"1015",0.672867368373492,0.851925330105071,0.697230929751646,1.09855139869749,"",""
"1016",1.04256039838868,1.84559542438619,1.25589933602445,3.32871426545626,"",""
"1017",0.632679703152934,0.868110407622554,0.747332815830042,1.11514684114289,"",""
"1018",0.528204379080734,0.488807765372273,0.488442305173881,0.675675675675676,"",""
"1019",0.52431386321043,0.587500653054929,0.684803354663166,1.10807872483873,"",""
"1020",1.2367317507953,2.31901184197433,1.49642157831733,3.61652900786148,"",""
"1021",0.59394194325331,0.878434689587402,0.684251392149754,1.20047765352705,"",""
"1022",0.576562290901478,0.620175545866786,0.663691838522275,0.848654705722336,"",""
"1023",0.853225767301815,1.28490853278095,0.951151623436783,1.95238214080711,"",""
"1024",0.663207931702195,0.831923574485023,0.813025858060622,1.26803662055926,"",""
"1025",0.530475747792542,0.562934217938286,0.658690893693174,1.00219064905802,"",""
"1026",1.82387903174275,4.37386573911805,1.69104844628643,5.69508842088631,"",""
"1027",0.802482088829349,1.16186305838345,0.989688850208941,1.90711300409079,"",""
"1028",1.69172414147209,3.800867669787,1.89885426800598,5.07778206778684,"",""
"1029",0.770138795387986,1.17686490678929,0.988843895146333,1.81396637212266,"",""
"1030",1.50857291432976,3.49574951041481,1.66908687253598,4.23608020295531,"",""
"1031",1.30133218217349,2.55453700407421,1.44807820961676,4.16048613583324,"",""
"1032",0.849465384907657,1.3531091299955,0.960782464107476,2.31571322387249,"",""
"1033",1.70324711087934,4.25540218529392,2.09437859411636,6.00716091314466,"",""
"1034",1.63555321011207,4.01802447268301,1.91376577285444,5.7828240109593,"",""
"1035",0.669178736667455,1.00667968604232,0.853767640816934,1.62153421317776,"",""
"1036",0.788246757407698,1.16193935104978,0.919896777043486,1.75245044858592,"",""
"1037",1.05246842461473,1.54990144142607,1.22652424735784,2.68712001763971,"",""
"1038",2.76278652522133,10.7686175144373,1.58746658024718,5.52554526507938,"",""
"1039",0.895069883009358,1.37219208018622,1.10452413375483,2.09617584354429,"",""
"1040",1.09412393066897,2.0178192128832,1.3269773421885,2.86063629282367,"",""
"1041",1.78144940859075,4.77724228578582,1.88297551640837,6.73017462602491,"",""
"1042",0.916815167392941,1.62794180039432,1.14323900951563,2.43380169208116,"",""
"1043",1.23128808394463,2.42504492575428,1.38960451845097,3.92342314775149,"",""
"1044",1.63618407547798,3.77029479877324,1.93076637556715,6.76898040933843,"",""
"1045",0.836536225946684,1.200304474781,1.01917036274912,1.84057500811101,"",""
"1046",1.06431557947892,2.05401576236973,1.16216011246514,2.75808160101974,"",""
"1047",0.754784159643146,1.1576464304789,0.850441559219176,1.60060975609756,"",""
"1048",1.08515932294772,2.48754620314314,1.41242142227095,3.93679587296241,"",""
"1049",0.859486556628598,1.94519555097148,0.969699556681791,1.87137958910601,"",""
"1050",1.22471670686535,2.73481486756544,1.46441900642849,4.54096324946479,"",""
"1051",0.970945039072735,1.60864644635582,1.11067090520325,1.78412177455862,"",""
"1052",1.18312868293755,2.20879177126173,1.35257001425146,2.92037922093796,"",""
"1053",0.983873892236963,1.5370273118103,1.07103330614857,1.74188852495731,"",""
"1054",0.892713503786232,1.49187291735558,1.0547916786516,2.01834745330203,"",""
"1055",1.61218929962767,3.93811943407067,1.76431068831139,4.10098109328208,"",""
"1056",1.00792764813308,1.70809871358894,1.11473192053311,1.98840516904719,"",""
"1057",1.20133812742246,2.41318559556787,1.38882512170663,3.03014693861097,"",""
"1058",0.847155875539701,1.35494527028919,0.95525673255037,1.47756056374618,"",""
"1059",0.637876658535959,0.756849276881391,0.657842370735904,0.816283065847912,"",""
"1060",0.78310357017706,1.1636845823921,0.858764403059109,1.37326252880368,"",""
"1061",0.809447591876715,1.19667535664984,0.971311854864987,1.49489640038447,"",""
"1062",0.756527585344217,1.12399601310491,0.941798414491111,1.19660569793041,"",""
"1063",1.57783859342425,3.51132823499439,1.78171018845805,4.09977324263039,"",""
"1064",0.838365147902475,1.32045322486926,1.00599329333685,1.62691872821464,"",""
"1065",0.847315570034868,1.28458840317035,1.06023365576828,1.51330828157581,"",""
"1066",1.16186505260838,2.23845098490842,1.26561372817596,2.94365323813339,"",""
"1067",0.815323344825445,1.17893219505654,0.948609501858144,1.19519463816197,"",""
"1068",1.23092569575642,2.59410402453527,1.42690710082125,2.94076070917518,"",""
"1069",0.907739315099882,1.34813133662811,1.06605290992685,1.50360220023572,"",""
"1070",0.728230333211762,1.06861146854769,0.811612027842882,1.07416378213793,"",""
"1071",1.57540015564977,3.77079853829443,1.60804103381966,4.01283788674009,"",""
"1072",0.897986041374087,1.410349489285,1.14899793626038,2.13552351147248,"",""
"1073",0.936324809917282,1.56595183600358,1.10421223043879,1.87967867209677,"",""
"1074",1.0784185343547,1.97999122441563,1.24584266557744,1.97423178265591,"",""
"1075",1.2563811121547,2.66644783327121,1.43626932510406,2.99891058185188,"",""
"1076",0.830249604225396,1.52047790096657,0.91189682344868,1.52065120958116,"",""
"1077",0.844409117982679,1.39212966672008,1.04633959603579,1.88158448165358,"",""
"1078",0.763943473041718,1.03131016808757,0.864978902953586,1.28451637023981,"",""
"1079",1.05536758048029,1.98876994305361,1.33654018516718,2.87691389036561,"",""
"1080",0.859670952661282,1.26689796616811,1.06690508287459,1.51376375751828,"",""
